search_string,search_engine,title,media,timestamp,link,page_number
tesla cars,google,Tesla Model Y is no longer the best-selling car of the year in Europe,www.drivingeco.com,4 days ago,https://www.drivingeco.com/en/Tesla-Model-X-is-no-longer-the-best-selling-car-in-Europe/,2
tesla cars,google,2021 Tesla Model S Specs & Photos,autoevolution,8 hours ago,https://www.autoevolution.com/cars/tesla-model-s-2021.html,2
tesla cars,google,Tesla’s sales plummet across Europe,Financial Times,4 days ago,https://www.ft.com/content/ea2329e4-b4bc-4e2d-be34-e9a8ea31129c,2
tesla cars,google,Germany: Tesla sales plunge almost 60% in January,DW,3 days ago,https://www.dw.com/en/germany-tesla-sales-plunge-almost-60-in-january/a-71533790,2
tesla cars,google,"Amid Trump Tariff Threats, India Cuts Import Duty On American Bikes, Cars In Boost To Harley And Tesla",NDTV,1 week ago,https://www.ndtv.com/world-news/amid-trump-tariff-threats-india-cuts-import-duty-on-american-cars-bikes-in-boost-to-harley-and-tesla-7616866,2
tesla cars,google,Tesla May Have Finally Named Its Big Bus,CarBuzz,10 hours ago,https://carbuzz.com/trademark-tesla-robus-fsd-bus/,2
tesla cars,google,"News on Tesla’s New Factories in Mexico, India, & Netherlands to Build 4 Million Cars a Year",CleanTechnica,5 days ago,https://cleantechnica.com/2025/02/05/news-on-teslas-new-factories-in-mexico-india-netherlands-to-build-9-million-cars-a-year/,2
tesla cars,google,"Tesla raises prices of Model X cars in US by $5,000",Reuters,4 days ago,https://www.reuters.com/business/autos-transportation/tesla-raises-prices-model-x-cars-us-by-5000-2025-02-07/,2
tesla cars,google,Elon Musk’s journey from climate champion to backing EV-bashing Trump,The Guardian,3 days ago,https://www.theguardian.com/us-news/2025/feb/07/elon-musk-transformation-trump-climate,2
tesla cars,google,Tesla's China-made EV sales fall 11.5% y/y in January,Reuters,3 days ago,https://www.reuters.com/business/autos-transportation/teslas-china-made-ev-sales-fall-115-yy-january-2025-02-07/,2
tata power,google,How solar energy powers electric vehicles for a sustainable future,Tata Power,19 hours ago,https://www.tatapower.com/blogs/how-solar-energy-powers-electric-vehicles-for-a-sustainable-future,2
tata power,google,MC Exclusive | Have shortlisted six locations for nuclear power projects: Tata Power CEO Praveer Sinha,Moneycontrol,5 days ago,https://www.moneycontrol.com/news/business/earnings/mc-exclusive-have-shortlisted-six-locations-for-nuclear-power-projects-tata-power-ceo-praveer-sinha-12931653.html,2
tata power,google,Tata Power planning to double Tirunelveli solar cell unit: Chandrasekaran,Business Standard,4 days ago,https://www.business-standard.com/industry/news/stalin-inaugurates-tata-power-arm-s-tirunelveli-solar-cell-and-module-unit-125020601621_1.html,2
tata power,google,"Tata Power's Trombay Unit 5 Resumes Operations, Restores 500 MW Supply",Construction World,23 hours ago,https://www.constructionworld.in/energy-infrastructure/power-and-renewable-energy/tata-powers-trombay-unit-5-resumes-operations-restores-500-mw-supply/68817,2
tata power,google,"Tata Power Q3 Results: Profit up 10%, margin expands; Looks for opportunity in small nuclear reactors",CNBC TV18,6 days ago,https://www.cnbctv18.com/market/tata-power-q3-results-margin-expansion-nuclear-reactor-opportunity-budget-share-price-reaction-19552397.htm,2
tata power,google,"Buy Tata Power Company, target price Rs 456: JM Financial",The Economic Times,4 days ago,https://m.economictimes.com/markets/stocks/recos/buy-tata-power-company-target-price-rs-456-jm-financial/articleshow/117969735.cms,2
tata power,google,The top 10 features of the best EV charging app for EV owners,Tata Power,19 hours ago,https://www.tatapower.com/blogs/the-top-10-features-of-the-best-ev-charging-app-for-ev-owners,2
tata power,google,"Tata Power shares in correction mode; should you buy, sell or hold the stock?",Business Today,5 days ago,https://www.businesstoday.in/markets/company-stock/story/tata-power-shares-in-correction-mode-in-short-term-buy-sell-or-hold-463632-2025-02-06,2
tata power,google,"Tata Power shares gain 3% following strong Q3 earnings, brokerages mixed on outlook",Moneycontrol,6 days ago,https://www.moneycontrol.com/news/business/earnings/tata-power-shares-gain-3-following-strong-q3-earnings-brokerages-mixed-on-outlook-12930853.html,2
tata power,google,initiative lighting up India,Tata Power,3 days ago,https://www.tatapower.com/blogs/tata-powers-ghar-ghar-solar-initiative-lighting-up-india,2
tata power,google,"Tata Power Share Price Highlights : Tata Power closed today at ₹358.20, down -2.33% from yesterday's ₹366.75 | Stock Market News",mint,16 hours ago,https://www.livemint.com/market/live-blog/tata-power-share-price-today-latest-live-updates-on-10-feb-2025-11739154657040.html,1
tata power,google,"Tata Power Share Price | टाटा पावर का स्टॉक 52 -वीक लो के करीब, एक्सपर्ट्स ने दिए महत्वपूर्ण संकेत – NSE: TATAPOWER",Maharashtranama Hindi,21 hours ago,https://hindi.maharashtranama.com/stock-market/tata-power-share-price-monday-10-february-2025-hindi-news/,1
tata power,google,"TATA Power Share Price: इस कंपनी ने दिया 6 महीने में 12.14% का घाटा! अब दे रहा है बम्पर फायदा, अब भी है मौका...",IBC24 News,1 day ago,https://www.ibc24.in/business/tata-power-share-price-this-company-gave-a-loss-of-12-14-in-6-months-now-it-is-giving-bumper-profit-there-is-still-a-chance-2938506.html,1
tata power,google,"Suzlon Energy, YES Bank, Waaree Energies, Tata Power, Vedanta share biz updates",MSN,41 minutes ago,https://www.msn.com/en-in/money/topstories/suzlon-energy-yes-bank-waaree-energies-tata-power-vedanta-share-biz-updates/ar-AA1yNafX?ocid=finance-verthp-feeds,1
tata power,google,"​Professional Stock Picks: ടാറ്റ പവർ, ഇന്ത്യൻ ബാങ്ക് ഉൾപ്പെടെ 12 ഓഹരികൾ; ഫെബ്രുവരി 10 മുതൽ പരി​ഗണിക്കാം​",The Economic Times Malayalam,3 days ago,https://malayalam.economictimes.com/markets/stocks/professional-stock-picks-including-tata-power-and-indian-bank/articleshow/118049887.cms,1
tata power,google,Tata Power share price Today Live Updates : Tata Power Shares Decline in Today's Trading Session | Stock Market News,mint,LIVE13 minutes ago,https://www.livemint.com/market/live-blog/tata-power-share-price-today-latest-live-updates-on-11-feb-2025-11739241201783.html,1
tata power,google,"Tata Power Share Price | जहा टाटा वहा नो घाटा, टाटा पावर शेयर मालामाल करेगा, टारगेट नोट करा – NSE: TATAPOWER",Maharashtranama Hindi,1 day ago,https://hindi.maharashtranama.com/stock-market/tata-power-share-price-09-feb-2025-stock-market-today/,1
tata power,google,"Tata Power Share Price | टाटा पॉवर शेअर 52-वीक लो जवळ पोहोचला, स्टॉक BUY, SELL की Hold करावा - NSE: TATAPOWER",महाराष्ट्रनामा,21 hours ago,https://www.maharashtranama.com/money-control/tata-power-share-price-10-february-2025-stock-market-today/,1
tata power,google,"Suzlon Energy, YES Bank, Waaree Energies, Tata Power, Vedanta share biz updates",Business Today,1 hour ago,https://www.businesstoday.in/markets/stocks/story/suzlon-energy-yes-bank-waaree-energies-tata-power-vedanta-share-biz-updates-464118-2025-02-11,1
tata power,google,Smart Grid Index ranks Tata Power-DDL among top 10 utilities globally,T&D India,2 hours ago,https://www.tndindia.com/smart-grid-index-ranks-tata-power-ddl-among-top-10-utilities-globally/,1
tata cars,google,Tata Motors share price Today Live Updates : Tata Motors Faces Downturn in Today's Trading Session | Stock Market News,mint,LIVE39 minutes ago,https://www.livemint.com/market/live-blog/tata-motors-share-price-today-latest-live-updates-on-11-feb-2025-11739241154274.html,1
tata cars,google,Battery as a Service has more marketing value than real use for customers: Tata Motors,India Today,23 hours ago,https://www.indiatoday.in/auto/cars/story/battery-as-a-service-has-more-marketing-value-than-real-use-for-customers-tata-motors-2677522-2025-02-10,1
tata cars,google,Tata Motors boosts scrappage capacity to 1L units: What it means for you,Times of India,1 day ago,https://timesofindia.indiatimes.com/auto/news/tata-motors-boosts-scrappage-capacity-to-1l-units-what-it-means-for-you/articleshow/118090611.cms,1
tata cars,google,"Auto recap, Feb 8: Aprilia Tuono 457 design patent filed, Tata Motors inaugurates new vehicle scrapping facility & more…",MSN,2 days ago,https://www.msn.com/en-in/autos/news/auto-recap-feb-8-aprilia-tuono-457-design-patent-filed-tata-motors-inaugurates-new-vehicle-scrapping-facility-more/ar-AA1yFTDq,1
tata cars,google,BAAS On Tata Electric Cars? Chief Commercial Officer Reveals Plans,Cartoq,14 hours ago,https://www.cartoq.com/car-news/tata-motors-battery-as-subscription-plans-revealed/,1
tata cars,google,"Mahindra’s blast: Sales jump in January, overtakes Tata Motors, Know Details",Times Bull,2 days ago,https://www.timesbull.com/autos/cars/mahindras-blast-sales-jump-in-january-overtakes-tata-motors-know-details-479.html,1
tata cars,google,Tata Motors launches vehicle scrapping facility in Guwahati,ET Auto,1 day ago,https://auto.economictimes.indiatimes.com/news/aftermarket/tata-motors-launches-vehicle-scrapping-facility-in-guwahati/118107503,1
tata cars,google,"TATA Motors Share Price: एक महीने में 9.89% गिरने के बाद, आज भी हुई ख़राब शुरुआत! होल्ड करने की सोच रहे हैं तो जान लें ये बात…",MSN,19 hours ago,https://www.msn.com/hi-in/news/other/tata-motors-share-price-%E0%A4%8F%E0%A4%95-%E0%A4%AE%E0%A4%B9-%E0%A4%A8%E0%A5%87-%E0%A4%AE%E0%A5%87%E0%A4%82-9-89-%E0%A4%97-%E0%A4%B0%E0%A4%A8%E0%A5%87-%E0%A4%95%E0%A5%87-%E0%A4%AC-%E0%A4%A6-%E0%A4%86%E0%A4%9C-%E0%A4%AD-%E0%A4%B9%E0%A5%81%E0%A4%88-%E0%A5%99%E0%A4%B0-%E0%A4%AC-%E0%A4%B6%E0%A5%81%E0%A4%B0%E0%A5%81%E0%A4%86%E0%A4%A4-%E0%A4%B9-%E0%A4%B2%E0%A5%8D%E0%A4%A1-%E0%A4%95%E0%A4%B0%E0%A4%A8%E0%A5%87-%E0%A4%95-%E0%A4%B8-%E0%A4%9A-%E0%A4%B0%E0%A4%B9%E0%A5%87-%E0%A4%B9%E0%A5%88%E0%A4%82-%E0%A4%A4-%E0%A4%9C-%E0%A4%A8-%E0%A4%B2%E0%A5%87%E0%A4%82-%E0%A4%AF%E0%A5%87-%E0%A4%AC-%E0%A4%A4/ar-AA1yIZyQ,1
tata cars,google,Big Savings on Tata Tiago: Tata Motors Announces Discounts on Tiago Hatchback,Times Bull,2 days ago,https://www.timesbull.com/autos/cars/big-savings-on-tata-tiago-tata-motors-announces-discounts-on-tiago-hatchback-472.html,1
tata cars,google,"REVEALED: Top 10 UVs in first 10 months of FY2025, Tata Punch rules but Hyundai Creta closes in",Уманський НУС,53 minutes ago,https://www.autocarpro.in/analysis-sales/revealed-top-10-uvs-in-first-10-months-of-fy2025-tata-punch-rules-but-hyundai-creta-closes-in-124884,2
tata cars,google,Tata Motors inaugurates cutting-edge registered vehicle scrapping facility in Guwahati,Tata Motors,2 days ago,https://www.tatamotors.com/press-releases/tata-motors-inaugurates-cutting-edge-registered-vehicle-scrapping-facility-in-guwahati/,2
tata cars,google,Will the new Nexon.ev Drift? | First Drive Review | PowerDrift Video - 6065,CarDekho,19 hours ago,https://www.cardekho.com/car-videos/will-the-new-nexonev-drift-first-drive-review-powerdrift-6065.htm,2
tata cars,google,Tata Altroz Racer gets discounts up to Rs 1 lakh on MY2024 models,Autocar India,3 days ago,https://www.autocarindia.com/car-news/tata-discounts-offers-benefits-this-month-433760,2
tata cars,google,Tata Motors inaugurates first vehicle scrapping facility in North-East in Guwahati,HT Auto,2 days ago,https://auto.hindustantimes.com/auto/cars/tata-motors-inaugurates-first-vehicle-scrapping-facility-in-north-east-in-guwahati-41739004630091.html,2
tata cars,google,"Tata Motors Sales Hit 80,304 Units in January 2025 – What’s Driving the Growth?",CarLelo,3 days ago,https://www.carlelo.com/news/tata-motors-sales-hit-80304-units-in-january-2025,2
tata cars,google,How Tata Motors is revolutionising the automotive industry with cutting-edge technology and customer-centric innovations,Express Computer,1 day ago,https://www.expresscomputer.in/exclusives/how-tata-motors-is-revolutionising-the-automotive-industry-with-cutting-edge-technology-and-customer-centric-innovations/121665/,2
tata cars,google,Ratan Tata's Millennial Friend Shantanu Naidu Gets Top Post At Tata Motors; A Look At His Journey,News18,5 days ago,https://www.news18.com/business/ratan-tatas-millennial-friend-shantanu-naidu-gets-top-post-at-tata-motors-a-look-at-his-journey-9215221.html,2
tata cars,google,Tata tops EV sales in January 2025,CarWale,3 days ago,https://www.carwale.com/news/tata-tops-ev-sales-in-january-2025/,2
tata cars,google,Tata Motors Inaugurates New Re.Wi.Re Vehicle Scrapping Facility In Guwahati,Times Now,2 days ago,https://www.timesnownews.com/auto/tata-motors-inaugurates-new-re-wi-re-vehicle-scrapping-facility-in-guwahati-article-118070931,2
tesla power,google,Unveiling Tesla’s Game-Changing Vision for Home Energy Solutions,lanoticiadigital.com.ar,3 days ago,https://lanoticiadigital.com.ar/news-en/unveiling-teslas-game-changing-vision-for-home-energy-solutions/122043/,2
tesla power,google,Delhi High Court to hear Tesla trademark dispute next in April 2025 as mediation continues,mint,28 Nov 2024,https://www.livemint.com/companies/news/delhi-high-court-to-hear-tesla-trademark-dispute-next-in-april-2025-as-mediation-continues-11732795665555.html,2
tesla power,google,"Hanwha, LG join hands to take on Tesla with solar energy package",KED Global,1 week ago,https://www.kedglobal.com/energy/newsView/ked202502030001,2
tesla power,google,All the news about EV charging in the US,The Verge,3 days ago,https://www.theverge.com/23758095/electric-vehicle-charging-news-nacs-ccs-tesla-supercharger-us-infrastructure,2
tesla power,google,"Can Nikola Tesla's idea of free, limitless energy be turned into reality today?",India Today,1 month ago,https://www.indiatoday.in/education-today/gk-current-affairs/story/nikola-tesla-idea-of-free-limitless-energy-wardenclyffe-tower-2661159-2025-01-07,2
tesla power,google,Musk Plays President While Tesla Misses Electric Truck Boat,CleanTechnica,5 days ago,https://cleantechnica.com/2025/02/05/musk-plays-president-while-tesla-misses-electric-truck-boat/,2
tesla power,google,Tesla’s first four-hour Megapacks in the Netherlands are now operational,Teslarati,2 days ago,https://www.teslarati.com/tesla-four-hour-megapacks-netherlands/,2
tesla power,google,"Japan: Tesla to supply 548MWh BESS, Sumitomo Electric deploying 12.5MWh flow battery",Energy-Storage.News,5 days ago,https://www.energy-storage.news/japan-tesla-to-supply-548mwh-bess-sumitomo-electric-deploying-12-5mwh-flow-battery/,2
tesla power,google,Delhi High Court sends Tesla vs. Tesla Power trademark case to mediation,mint,4 Jul 2024,https://www.livemint.com/companies/delhi-high-court-sends-tesla-vs-tesla-power-trademark-case-to-mediation-11720080727576.html,2
tesla power,google,"Vehicle Deliveries, Energy Storage Growth Drive Tesla’s Profit in Q3 2024",Mercomindia.com,24 Oct 2024,https://mercomindia.com/vehicle-deliveries-energy-storage-growth-drive-teslas-profit-in-q3-2024,2
tesla power,google,How Elon Musk's crusade against government could benefit Tesla,Mathrubhumi English,24 minutes ago,https://english.mathrubhumi.com/news/world/how-elon-musk-crusade-against-government-could-benefit-tesla-1.10332923,1
tesla power,google,Elon Musk dodges DOGE scrutiny while expanding his power in Washington,Business Standard,1 day ago,https://www.business-standard.com/world-news/elon-musk-dodges-doge-scrutiny-while-expanding-his-power-in-washington-125020900542_1.html,1
tesla power,google,'No one voted for Elon Musk': JD Vance on why Tesla CEO has so much power as billionaire plunges US govt i,The Economic Times,3 days ago,https://m.economictimes.com/news/international/global-trends/us-news-elon-musk-doge-jd-vance-no-one-voted-for-elon-musk-jd-vance-on-why-tesla-ceo-has-so-much-power-as-billionaire-plunges-us-govt-into-chaos/articleshow/118022773.cms,1
tesla power,google,Tesla inks MoU for Megapack re-manufacturing facility in Western Australia,Energy-Storage.News,21 hours ago,https://www.energy-storage.news/tesla-inks-mou-for-megapack-re-manufacturing-facility-in-western-australia/,1
tesla power,google,China’s BYD Adding ‘High-Level’ Self-Driving to Its Budget $10K Electric Car,Gizmodo,9 hours ago,https://gizmodo.com/chinas-byd-adding-high-level-self-driving-to-its-budget-10k-electric-car-2000561821,1
tesla power,google,Tesla building battery repair facility near Collie Megapack project,Teslarati,1 day ago,https://www.teslarati.com/tesla-battery-repair-facility-collie-megapack/,1
tesla power,google,Tesla’s Solid-State Batteries: The Silent Revolution in Energy Tech,motopaddock.nl,1 day ago,https://motopaddock.nl/news-en/teslas-solid-state-batteries-the-silent-revolution-in-energy-tech/105441/,1
tesla power,google,Tesla Megafactory in Shanghai to officially start production on Feb 11,CnEVPost,6 days ago,https://cnevpost.com/2025/02/05/tesla-megafactory-shanghai-production-start-feb-11/,1
tesla power,google,"“We aim to become the number one brand in energy storage by 2025,” Tesla Power India Private Limited talks about its plans",EVO India,23 Sept 2024,https://www.evoindia.com/features/interviews/we-aim-to-become-the-number-one-brand-in-energy-storage-by-2025-tesla-power-india-private-limited-talks-about-its-plans,1
tesla power,google,"Tesla Dojo: Elon Musk’s big plan to build an AI supercomputer, explained",TechCrunch,4 days ago,https://techcrunch.com/2025/02/06/tesla-dojo-elon-musks-big-plan-to-build-an-ai-supercomputer-explained/,1
tesla cars,google,China’s BYD Adding ‘High-Level’ Self-Driving to Its Budget $10K Electric Car,Gizmodo,9 hours ago,https://gizmodo.com/chinas-byd-adding-high-level-self-driving-to-its-budget-10k-electric-car-2000561821,1
tesla cars,google,Volkswagen Plans To Make Affordable Electric Cars; Launch Set For 2027,BW Marketing World,20 hours ago,https://www.bwmarketingworld.com/article/volkswagen-plans-to-make-affordable-electric-cars-launch-set-for-2027-547473-547492,1
tesla cars,google,UK used electric vehicle sales hit record last year as prices fell,The Guardian,15 hours ago,https://www.theguardian.com/environment/2025/feb/10/uk-used-electric-vehicle-sales-prices-new-evs-smmt,1
tesla cars,google,Toyota: Cars And Robots At A Much Cheaper Valuation Than Tesla (NYSE:TM),Seeking Alpha,59 minutes ago,https://seekingalpha.com/article/4756828-toyota-cars-and-robots-at-a-much-cheaper-valuation-than-tesla,1
tesla cars,google,"Tesla China sells 63,238 cars in Jan, down 33% from Dec",CnEVPost,3 days ago,https://cnevpost.com/2025/02/07/tesla-china-sales-incl-exports-jan-2025/,1
tesla cars,google,Tesla Archrival Rolls Out 21 Self-Driving EV Models With Nvidia Chips,Investor's Business Daily,8 hours ago,https://www.investors.com/news/tesla-archrival-byd-driver-assist-electric-vehicles/,1
tesla cars,google,Tesla car sales in China fall 11.5% as competition intensifies,CNBC,3 days ago,https://www.cnbc.com/2025/02/07/tesla-car-sales-in-china-fall-11point5percent-as-competition-intensifies.html,1
tesla cars,google,Norway Nears Goal to Sell only Electric New Cars,Voice of America English News,2 days ago,https://learningenglish.voanews.com/a/norway-nears-goal-to-sell-only-electric-new-cars-/7963018.html,1
tesla cars,google,PM Modi likely to meet Elon Musk in US: Will Tesla cars soon become a reality in India?,Firstpost,4 days ago,https://www.firstpost.com/explainers/pm-modi-likely-to-meet-elon-musk-in-us-will-tesla-cars-soon-become-reality-india-13860236.html,1
tesla cars,google,Tesla sees German car sales plunge in January,Reuters,5 days ago,https://www.reuters.com/business/autos-transportation/tesla-sees-german-car-sales-plunge-january-2025-02-05/,1
